job_title,company,industry,location,required_skills,experience_level,salary_range,job_description,posting_date,demand_label,Certificates
AI Engineer,Company_458,Healthcare,Chennai,"Python, Deep Learning, NLP",Fresher,9-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-07,Low,None
Backend Developer,Company_379,IT,Chennai,"Python, Deep Learning, NLP",Senior,7-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-20,Medium,None
Cloud Engineer,Company_1,Finance,Kolkata,"Python, Deep Learning, NLP",Senior,9-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-30,Low,AWS Certified Solutions Architect
Business Analyst,Company_211,E-commerce,Chennai,"AWS, Docker, Kubernetes",Mid,4-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-24,Medium,None
Backend Developer,Company_250,Telecom,Remote,"Java, Spring, Microservices",Junior,7-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-27,High,None
Data Scientist,Company_260,E-commerce,Mumbai,"Power BI, Excel, SQL",Senior,4-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-02,High,Certified Data Scientist
DevOps Engineer,Company_456,Telecom,Pune,"Linux, Networking, Security",Mid,5-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-23,High,None
AI Engineer,Company_361,Finance,Hyderabad,"Python, Data Analysis, Statistics",Junior,8-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-08,High,None
ML Engineer,Company_453,Education,Bangalore,"Linux, Networking, Security",Junior,3-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-11,Low,None
Software Developer,Company_268,Automobile,Remote,"Power BI, Excel, SQL",Fresher,9-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-09,Low,None
Data Scientist,Company_147,Education,Remote,"Linux, Networking, Security",Mid,6-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-27,Low,Certified Data Scientist
Data Scientist,Company_51,Manufacturing,Remote,"Python, Deep Learning, NLP",Junior,4-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-06,Low,Certified Data Scientist
ML Engineer,Company_434,Automobile,Bangalore,"Python, SQL, Machine Learning",Senior,3-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-31,Low,None
Product Manager,Company_43,Finance,Hyderabad,"Python, SQL, Machine Learning",Fresher,9-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-21,Medium,None
Cloud Engineer,Company_123,Automobile,Remote,"JavaScript, React, HTML, CSS",Senior,4-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-03,Low,AWS Certified Solutions Architect
AI Engineer,Company_352,Telecom,Delhi,"AWS, Docker, Kubernetes",Senior,10-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-19,Low,None
AI Engineer,Company_312,IT,Bangalore,"Java, Spring, Microservices",Senior,4-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-15,High,None
Cyber Security Analyst,Company_492,Finance,Bangalore,"JavaScript, React, HTML, CSS",Junior,8-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-19,Medium,Cybersecurity Essentials
ML Engineer,Company_11,Automobile,Pune,"Python, Deep Learning, NLP",Mid,4-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-24,Medium,None
DevOps Engineer,Company_169,Education,Delhi,"AWS, Docker, Kubernetes",Junior,8-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-23,Low,None
Frontend Developer,Company_340,IT,Delhi,"Python, SQL, Machine Learning",Fresher,6-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-16,High,None
AI Engineer,Company_425,Telecom,Delhi,"Linux, Networking, Security",Junior,7-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-13,High,None
Backend Developer,Company_290,Automobile,Delhi,"JavaScript, React, HTML, CSS",Senior,6-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-08,High,None
Software Developer,Company_341,E-commerce,Kolkata,"Python, Deep Learning, NLP",Junior,7-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-01,Medium,None
Frontend Developer,Company_365,Telecom,Remote,"Python, SQL, Machine Learning",Mid,8-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-01,Medium,None
DevOps Engineer,Company_423,IT,Bangalore,"AWS, Docker, Kubernetes",Fresher,8-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-25,Low,None
Data Scientist,Company_55,Education,Kolkata,"Linux, Networking, Security",Senior,8-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-27,Low,Certified Data Scientist
Business Analyst,Company_297,Telecom,Delhi,"AWS, Docker, Kubernetes",Junior,9-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-07,High,None
AI Engineer,Company_410,Healthcare,Hyderabad,"JavaScript, React, HTML, CSS",Fresher,9-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-28,Low,None
Backend Developer,Company_238,Telecom,Remote,"Java, Spring, Microservices",Senior,9-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-04,Medium,None
Cyber Security Analyst,Company_235,Finance,Mumbai,"Java, Spring, Microservices",Senior,8-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-11,Medium,Cybersecurity Essentials
Product Manager,Company_296,E-commerce,Hyderabad,"Python, Deep Learning, NLP",Mid,5-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-05,Low,None
Data Analyst,Company_355,IT,Hyderabad,"AWS, Docker, Kubernetes",Senior,4-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-24,High,Google Data Analytics Certificate
Product Manager,Company_413,Automobile,Chennai,"Python, Deep Learning, NLP",Fresher,4-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-29,Medium,None
AI Engineer,Company_9,IT,Chennai,"Linux, Networking, Security",Junior,4-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-30,Medium,None
Backend Developer,Company_219,Automobile,Bangalore,"Python, SQL, Machine Learning",Mid,7-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-04,Medium,None
Business Analyst,Company_173,Healthcare,Delhi,"Java, Spring, Microservices",Fresher,3-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-17,Medium,None
Frontend Developer,Company_455,Manufacturing,Remote,"Linux, Networking, Security",Mid,3-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-21,High,None
Business Analyst,Company_79,Automobile,Chennai,"Python, Data Analysis, Statistics",Junior,3-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-03,Medium,None
Data Analyst,Company_33,Automobile,Chennai,"Java, Spring, Microservices",Senior,4-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-06,High,Google Data Analytics Certificate
Product Manager,Company_471,Telecom,Kolkata,"JavaScript, React, HTML, CSS",Senior,4-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-01,Low,None
Data Scientist,Company_450,Education,Pune,"Python, Data Analysis, Statistics",Senior,9-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-29,Low,Certified Data Scientist
Frontend Developer,Company_303,Automobile,Chennai,"Python, Data Analysis, Statistics",Mid,4-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-21,Low,None
Software Developer,Company_437,Automobile,Pune,"Python, Deep Learning, NLP",Mid,6-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-02,High,None
AI Engineer,Company_85,Finance,Bangalore,"JavaScript, React, HTML, CSS",Senior,7-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-26,Medium,None
ML Engineer,Company_277,Healthcare,Bangalore,"Linux, Networking, Security",Senior,3-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-06,Medium,None
Cyber Security Analyst,Company_446,Automobile,Hyderabad,"Power BI, Excel, SQL",Fresher,7-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-31,Medium,Cybersecurity Essentials
AI Engineer,Company_149,Education,Bangalore,"Python, Deep Learning, NLP",Mid,7-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-26,Medium,None
Product Manager,Company_88,Telecom,Delhi,"Power BI, Excel, SQL",Junior,5-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-29,Low,None
Frontend Developer,Company_388,Healthcare,Mumbai,"Java, Spring, Microservices",Fresher,9-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-05,Low,None
Cloud Engineer,Company_407,Telecom,Pune,"JavaScript, React, HTML, CSS",Senior,5-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-04,Low,AWS Certified Solutions Architect
Backend Developer,Company_296,Manufacturing,Delhi,"Java, Spring, Microservices",Junior,10-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-12,High,None
Backend Developer,Company_383,Finance,Mumbai,"Python, Deep Learning, NLP",Fresher,9-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-08,Low,None
Cyber Security Analyst,Company_80,IT,Kolkata,"Java, Spring, Microservices",Fresher,6-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-04,Low,Cybersecurity Essentials
Frontend Developer,Company_247,Manufacturing,Pune,"Power BI, Excel, SQL",Fresher,3-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-06,High,None
Product Manager,Company_311,Healthcare,Kolkata,"Java, Spring, Microservices",Senior,4-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-08,Low,None
Cloud Engineer,Company_176,Healthcare,Pune,"Python, Deep Learning, NLP",Junior,4-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-25,Low,AWS Certified Solutions Architect
ML Engineer,Company_455,Telecom,Pune,"Python, Deep Learning, NLP",Mid,10-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-05,Low,None
Frontend Developer,Company_138,Education,Chennai,"JavaScript, React, HTML, CSS",Mid,5-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-22,Low,None
Data Analyst,Company_233,Automobile,Chennai,"Python, SQL, Machine Learning",Fresher,5-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-10,High,Google Data Analytics Certificate
AI Engineer,Company_494,E-commerce,Pune,"JavaScript, React, HTML, CSS",Junior,5-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-18,High,None
Software Developer,Company_120,Manufacturing,Kolkata,"JavaScript, React, HTML, CSS",Fresher,9-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-19,Low,None
Business Analyst,Company_133,Telecom,Hyderabad,"AWS, Docker, Kubernetes",Fresher,9-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-12,High,None
